time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2021-01-01 00:00:00,26.4,22.4,79.0,0.0,,30.0,20.5,,1010.0,,3
2021-01-01 01:00:00,25.4,22.5,84.0,0.0,,30.0,18.4,,1010.0,,3
2021-01-01 02:00:00,25.2,23.2,89.0,0.0,,10.0,13.0,,1011.3,,3
2021-01-01 03:00:00,24.4,20.5,79.0,0.0,,20.0,16.6,,1009.0,,3
2021-01-01 04:00:00,24.4,20.5,79.0,0.0,,20.0,13.0,,1008.0,,3
2021-01-01 05:00:00,24.8,23.8,94.0,0.0,,350.0,14.8,,1010.9,,3
2021-01-01 06:00:00,25.4,20.4,74.0,0.0,,10.0,13.0,,1009.0,,17
2021-01-01 07:00:00,24.4,20.5,79.0,0.0,,30.0,24.1,,1009.0,,17
2021-01-01 08:00:00,25.1,23.7,92.0,1.3,,20.0,16.6,,1011.2,,8
2021-01-01 09:00:00,24.4,20.5,79.0,0.0,,20.0,13.0,,1010.0,,7
2021-01-01 10:00:00,25.4,20.4,74.0,0.0,,360.0,13.0,,1010.0,,7
2021-01-01 11:00:00,25.3,23.3,89.0,0.0,,360.0,14.8,,1011.9,,7
2021-01-01 12:00:00,22.4,18.4,78.0,0.0,,330.0,22.3,,1011.0,,9
2021-01-01 13:00:00,22.4,18.4,78.0,0.0,,350.0,27.7,,1011.0,,9
2021-01-01 14:00:00,22.4,22.1,98.0,0.0,,300.0,20.5,,1011.0,,9
2021-01-01 15:00:00,22.4,17.5,74.0,8.6,,330.0,18.4,,1009.0,,9
2021-01-01 16:00:00,22.4,17.5,74.0,0.0,,290.0,11.2,,1009.0,,9
2021-01-01 17:00:00,23.2,22.9,98.0,0.0,,280.0,13.0,,1009.8,,8
2021-01-01 18:00:00,23.4,18.5,74.0,0.0,,30.0,5.4,,1008.0,,8
2021-01-01 19:00:00,23.4,18.5,74.0,23.3,,0.0,0.0,,1009.0,,7
2021-01-01 20:00:00,23.5,23.0,97.0,0.0,,10.0,11.2,,1011.3,,9
2021-01-01 21:00:00,24.4,24.4,100.0,0.0,,320.0,3.6,,1010.0,,7
2021-01-01 22:00:00,24.4,24.4,100.0,1.7,,0.0,0.0,,1011.0,,7
2021-01-01 23:00:00,23.8,23.5,98.0,2.1,,10.0,11.2,,1012.4,,7
2021-01-02 00:00:00,24.4,23.4,94.0,1.0,,10.0,13.0,,1010.0,,7
2021-01-02 01:00:00,24.4,24.4,100.0,0.5,,350.0,9.4,,1010.0,,25
2021-01-02 02:00:00,24.0,23.7,98.0,0.0,,330.0,7.6,,1011.7,,8
2021-01-02 03:00:00,23.4,23.4,100.0,0.0,,20.0,13.0,,1010.0,,9
2021-01-02 04:00:00,23.4,23.4,100.0,0.2,,360.0,1.8,,1009.0,,9
2021-01-02 05:00:00,23.6,23.1,97.0,0.3,,320.0,9.4,,1010.5,,9
2021-01-02 06:00:00,23.8,22.8,94.0,0.6,,359.0,16.9,,1008.9,,9
2021-01-02 07:00:00,23.8,22.6,93.0,1.3,,355.0,16.6,,1009.6,,9
2021-01-02 08:00:00,22.8,22.5,98.0,1.3,,240.0,11.2,,1011.7,,9
2021-01-02 09:00:00,24.3,22.9,92.0,1.3,,355.0,19.4,,1010.9,,25
2021-01-02 10:00:00,24.5,23.3,93.0,0.9,,353.0,19.4,,1010.8,,26
2021-01-02 11:00:00,21.8,21.8,100.0,0.5,,300.0,5.4,,1013.0,,25
2021-01-02 12:00:00,25.7,23.0,85.0,0.2,,351.0,21.2,,1010.0,,25
2021-01-02 13:00:00,26.0,23.1,84.0,0.0,,351.0,20.2,,1009.5,,8
2021-01-02 14:00:00,21.6,21.6,100.0,0.1,,0.0,0.0,,1012.6,,8
2021-01-02 15:00:00,26.3,23.0,82.0,0.4,,354.0,22.7,,1007.9,,8
2021-01-02 16:00:00,25.7,23.2,86.0,2.1,,354.0,18.4,,1007.1,,8
2021-01-02 17:00:00,22.0,21.3,96.0,0.2,,320.0,11.2,,1008.9,,7
2021-01-02 18:00:00,24.1,22.9,93.0,3.4,,3.0,22.7,,1007.7,,7
2021-01-02 19:00:00,24.1,22.9,93.0,1.2,,7.0,20.9,,1008.3,,7
2021-01-02 20:00:00,22.9,20.8,88.0,0.4,,320.0,13.0,,1008.8,,9
2021-01-02 21:00:00,24.4,23.2,93.0,0.2,,356.0,16.2,,1009.7,,8
2021-01-02 22:00:00,24.2,23.2,94.0,0.1,,354.0,16.6,,1010.5,,8
2021-01-02 23:00:00,23.4,20.5,84.0,0.2,,330.0,7.6,,1011.3,,7
2021-01-03 00:00:00,24.2,22.8,92.0,0.2,,347.0,14.8,,1010.1,,7
2021-01-03 01:00:00,23.6,22.7,95.0,0.1,,2.0,11.2,,1009.9,,7
2021-01-03 02:00:00,22.4,20.7,90.0,0.1,,230.0,1.8,,1010.6,,7
2021-01-03 03:00:00,23.7,22.8,95.0,0.1,,331.0,14.4,,1008.7,,7
2021-01-03 04:00:00,23.6,22.4,93.0,0.3,,338.0,14.0,,1008.4,,7
2021-01-03 05:00:00,23.6,22.0,91.0,0.6,,310.0,7.6,,1009.6,,7
2021-01-03 06:00:00,23.9,22.7,93.0,0.1,,341.0,14.0,,1008.4,,8
2021-01-03 07:00:00,23.7,22.5,93.0,0.1,,347.0,13.0,,1008.8,,7
2021-01-03 08:00:00,23.9,22.7,93.0,0.6,,320.0,7.6,,1011.1,,8
2021-01-03 09:00:00,24.8,22.9,89.0,0.2,,350.0,12.2,,1010.2,,8
2021-01-03 10:00:00,24.5,23.1,92.0,0.1,,17.0,11.2,,1010.6,,8
2021-01-03 11:00:00,24.2,23.0,93.0,0.4,,310.0,9.4,,1012.2,,8
2021-01-03 12:00:00,25.5,23.5,89.0,0.3,,11.0,12.2,,1010.4,,8
2021-01-03 13:00:00,25.7,23.2,86.0,0.3,,10.0,12.2,,1009.8,,8
2021-01-03 14:00:00,23.5,23.2,98.0,1.6,,350.0,13.0,,1010.5,,8
2021-01-03 15:00:00,24.7,22.9,90.0,1.7,,2.0,10.8,,1008.1,,7
2021-01-03 16:00:00,24.6,23.6,94.0,1.0,,360.0,9.4,,1007.6,,7
2021-01-03 17:00:00,24.4,23.2,93.0,1.0,,360.0,5.4,,1009.6,,7
2021-01-03 18:00:00,24.1,22.9,93.0,2.4,,335.0,10.4,,1007.9,,25
2021-01-03 19:00:00,24.0,23.0,94.0,1.4,,330.0,10.8,,1008.4,,25
2021-01-03 20:00:00,24.1,22.9,93.0,1.5,,350.0,7.6,,1010.5,,9
2021-01-03 21:00:00,24.5,23.3,93.0,0.0,,349.0,8.3,,1010.0,,8
2021-01-03 22:00:00,24.5,23.3,93.0,0.0,,351.0,8.6,,1010.6,,8
2021-01-03 23:00:00,23.6,23.1,97.0,0.1,,360.0,5.4,,1012.3,,7
2021-01-04 00:00:00,24.4,23.4,94.0,0.1,,344.0,10.8,,1010.7,,3
2021-01-04 01:00:00,24.4,23.2,93.0,0.4,,345.0,11.5,,1010.2,,3
2021-01-04 02:00:00,23.5,22.3,93.0,0.1,,340.0,5.4,,1011.5,,3
2021-01-04 03:00:00,24.2,23.2,94.0,0.2,,339.0,11.5,,1009.1,,3
2021-01-04 04:00:00,24.0,23.1,95.0,0.0,,336.0,11.2,,1008.6,,3
2021-01-04 05:00:00,23.4,22.5,95.0,0.0,,330.0,5.4,,1010.8,,3
2021-01-04 06:00:00,23.6,22.4,93.0,0.0,,331.0,10.4,,1009.1,,3
2021-01-04 07:00:00,23.6,22.6,94.0,0.2,,331.0,10.8,,1009.7,,3
2021-01-04 08:00:00,23.2,22.2,94.0,0.2,,0.0,0.0,,1011.9,,3
2021-01-04 09:00:00,24.6,22.8,90.0,0.1,,340.0,15.8,,1010.8,,3
2021-01-04 10:00:00,25.2,23.1,88.0,0.1,,345.0,15.5,,1011.0,,3
2021-01-04 11:00:00,24.8,22.5,87.0,0.1,,330.0,9.4,,1012.4,,3
2021-01-04 12:00:00,26.3,23.2,83.0,0.0,,358.0,16.2,,1010.7,,7
2021-01-04 13:00:00,26.6,23.1,81.0,0.2,,4.0,15.5,,1010.1,,18
2021-01-04 14:00:00,25.9,22.6,82.0,0.3,,320.0,11.2,,1010.4,,18
2021-01-04 15:00:00,26.6,23.9,85.0,0.2,,4.0,13.7,,1008.0,,25
2021-01-04 16:00:00,26.3,24.0,87.0,0.2,,352.0,12.6,,1007.4,,17
2021-01-04 17:00:00,26.6,22.8,80.0,0.1,,360.0,9.4,,1009.6,,25
2021-01-04 18:00:00,26.0,23.5,86.0,0.1,,355.0,12.6,,1007.5,,25
2021-01-04 19:00:00,25.7,23.0,85.0,0.1,,7.0,12.2,,1008.0,,25
2021-01-04 20:00:00,25.8,22.7,83.0,0.0,,0.0,0.0,,1010.4,,8
2021-01-04 21:00:00,25.2,23.2,89.0,0.0,,3.0,14.0,,1009.5,,8
2021-01-04 22:00:00,25.1,23.3,90.0,0.0,,2.0,13.0,,1010.3,,7
2021-01-04 23:00:00,24.7,22.6,88.0,0.0,,360.0,5.4,,1011.6,,3
2021-01-05 00:00:00,24.9,23.3,91.0,0.0,,355.0,12.2,,1010.2,,3
2021-01-05 01:00:00,24.2,23.0,93.0,0.0,,353.0,15.5,,1010.5,,3
2021-01-05 02:00:00,24.4,22.1,87.0,0.0,,0.0,0.0,,1010.7,,3
2021-01-05 03:00:00,24.3,23.3,94.0,0.0,,351.0,14.8,,1009.1,,3
2021-01-05 04:00:00,24.4,23.4,94.0,0.0,,350.0,16.2,,1008.5,,3
2021-01-05 05:00:00,24.2,22.4,90.0,0.0,,350.0,9.4,,1009.5,,3
2021-01-05 06:00:00,24.3,23.3,94.0,0.0,,351.0,15.1,,1008.5,,3
2021-01-05 07:00:00,24.3,23.1,93.0,0.0,,345.0,14.8,,1008.7,,3
2021-01-05 08:00:00,24.4,22.5,89.0,0.0,,0.0,0.0,,1010.7,,3
2021-01-05 09:00:00,25.3,23.3,89.0,0.0,,352.0,19.4,,1009.7,,3
2021-01-05 10:00:00,26.2,23.3,84.0,0.0,,355.0,20.2,,1009.8,,3
2021-01-05 11:00:00,27.2,23.0,78.0,0.1,,10.0,11.2,,1011.4,,3
2021-01-05 12:00:00,27.2,23.2,79.0,0.4,,7.0,20.2,,1009.7,,18
2021-01-05 13:00:00,27.7,23.1,76.0,0.3,,10.0,19.8,,1008.9,,18
2021-01-05 14:00:00,29.0,23.6,73.0,0.2,,360.0,11.2,,1009.3,,25
2021-01-05 15:00:00,27.9,23.9,79.0,0.2,,1.0,16.6,,1007.1,,25
2021-01-05 16:00:00,27.4,24.2,83.0,0.3,,2.0,15.5,,1006.7,,25
2021-01-05 17:00:00,25.9,24.9,94.0,2.2,,360.0,13.0,,1008.6,,25
2021-01-05 18:00:00,26.5,23.6,84.0,0.2,,355.0,15.8,,1007.1,,25
2021-01-05 19:00:00,25.6,23.5,88.0,0.4,,348.0,18.0,,1008.2,,25
2021-01-05 20:00:00,25.3,23.5,90.0,0.0,,360.0,7.6,,1010.1,,25
2021-01-05 21:00:00,25.2,23.6,91.0,0.1,,346.0,13.0,,1010.0,,8
2021-01-05 22:00:00,25.0,23.4,91.0,0.3,,341.0,12.6,,1010.7,,8
2021-01-05 23:00:00,25.4,24.0,92.0,0.0,,360.0,9.4,,1011.5,,3
2021-01-06 00:00:00,24.8,23.6,93.0,0.0,,349.0,17.3,,1010.1,,3
2021-01-06 01:00:00,24.7,23.7,94.0,0.0,,347.0,16.9,,1009.7,,3
2021-01-06 02:00:00,25.0,24.0,94.0,0.0,,360.0,7.6,,1010.2,,3
2021-01-06 03:00:00,24.5,22.9,91.0,0.0,,341.0,19.4,,1008.6,,3
2021-01-06 04:00:00,24.3,22.7,91.0,0.6,,345.0,18.0,,1008.2,,3
2021-01-06 05:00:00,24.6,23.9,96.0,0.0,,340.0,7.6,,1009.1,,3
2021-01-06 06:00:00,24.1,23.1,94.0,0.0,,336.0,17.3,,1008.1,,3
2021-01-06 07:00:00,24.1,23.1,94.0,0.0,,335.0,18.0,,1008.7,,3
2021-01-06 08:00:00,25.1,24.2,95.0,0.0,,340.0,5.4,,1010.5,,3
2021-01-06 09:00:00,25.2,23.1,88.0,0.0,,341.0,18.0,,1010.2,,3
2021-01-06 10:00:00,25.8,23.5,87.0,0.1,,338.0,17.6,,1010.5,,3
2021-01-06 11:00:00,26.9,23.1,80.0,0.2,,350.0,11.2,,1011.7,,3
2021-01-06 12:00:00,26.2,23.9,87.0,0.4,,1.0,15.1,,1010.1,,18
2021-01-06 13:00:00,26.2,23.9,87.0,0.5,,3.0,15.5,,1009.3,,18
2021-01-06 14:00:00,27.3,23.3,79.0,0.2,,20.0,9.4,,1009.4,,25
2021-01-06 15:00:00,26.8,23.7,83.0,0.3,,347.0,11.2,,1006.9,,25
2021-01-06 16:00:00,25.7,23.2,86.0,0.3,,358.0,15.5,,1006.2,,25
2021-01-06 17:00:00,27.4,21.4,70.0,0.2,,360.0,14.8,,1007.4,,25
2021-01-06 18:00:00,25.8,23.1,85.0,0.2,,13.0,18.4,,1005.6,,8
2021-01-06 19:00:00,25.5,23.0,86.0,0.0,,349.0,15.8,,1007.3,,8
2021-01-06 20:00:00,26.2,21.8,77.0,0.3,,350.0,7.6,,1009.3,,8
2021-01-06 21:00:00,25.0,22.9,88.0,0.7,,337.0,10.8,,1009.3,,8
2021-01-06 22:00:00,24.6,23.0,91.0,0.8,,335.0,11.2,,1009.8,,8
2021-01-06 23:00:00,25.2,22.5,85.0,1.9,,360.0,5.4,,1011.5,,3
2021-01-07 00:00:00,24.2,23.0,93.0,0.2,,335.0,12.2,,1009.8,,3
2021-01-07 01:00:00,24.3,23.1,93.0,0.2,,339.0,11.9,,1009.6,,3
2021-01-07 02:00:00,25.0,22.1,84.0,0.8,,330.0,7.6,,1009.9,,3
2021-01-07 03:00:00,24.1,22.7,92.0,0.7,,347.0,16.9,,1008.2,,3
2021-01-07 04:00:00,24.1,22.9,93.0,0.1,,351.0,15.1,,1007.9,,3
2021-01-07 05:00:00,24.4,22.1,87.0,0.3,,340.0,7.6,,1009.0,,3
2021-01-07 06:00:00,24.0,22.8,93.0,0.1,,358.0,17.6,,1008.1,,3
2021-01-07 07:00:00,23.9,22.9,94.0,0.1,,356.0,16.6,,1008.4,,7
2021-01-07 08:00:00,24.3,22.4,89.0,0.1,,330.0,9.4,,1010.6,,7
2021-01-07 09:00:00,25.0,22.9,88.0,0.0,,4.0,20.9,,1009.4,,7
2021-01-07 10:00:00,25.5,22.8,85.0,0.0,,7.0,22.0,,1009.5,,7
2021-01-07 11:00:00,24.3,23.1,93.0,0.0,,350.0,7.6,,1011.5,,7
2021-01-07 12:00:00,26.6,22.6,79.0,0.1,,11.0,20.5,,1008.7,,7
2021-01-07 13:00:00,26.9,22.7,78.0,0.1,,17.0,19.4,,1008.1,,7
2021-01-07 14:00:00,23.4,21.8,91.0,0.1,,350.0,11.2,,1010.1,,7
2021-01-07 15:00:00,27.5,22.9,76.0,0.1,,21.0,20.2,,1005.9,,7
2021-01-07 16:00:00,27.3,22.7,76.0,0.0,,23.0,19.8,,1005.1,,7
2021-01-07 17:00:00,24.2,21.1,83.0,0.1,,10.0,9.4,,1007.2,,7
2021-01-07 18:00:00,26.6,23.1,81.0,0.3,,19.0,14.8,,1005.8,,25
2021-01-07 19:00:00,25.9,23.0,84.0,0.1,,17.0,13.7,,1006.6,,25
2021-01-07 20:00:00,23.4,21.8,91.0,0.1,,0.0,0.0,,1009.2,,8
2021-01-07 21:00:00,25.1,23.1,89.0,0.0,,14.0,13.3,,1008.9,,8
2021-01-07 22:00:00,25.1,23.1,89.0,0.0,,17.0,14.4,,1009.3,,7
2021-01-07 23:00:00,24.1,22.9,93.0,0.0,,350.0,5.4,,1010.3,,3
2021-01-08 00:00:00,24.9,23.3,91.0,0.0,,16.0,14.8,,1009.0,,3
2021-01-08 01:00:00,24.6,23.2,92.0,0.0,,16.0,15.8,,1008.6,,3
2021-01-08 02:00:00,24.2,23.0,93.0,0.0,,290.0,3.6,,1009.5,,3
2021-01-08 03:00:00,24.4,23.2,93.0,0.0,,9.0,16.9,,1007.1,,3
2021-01-08 04:00:00,24.3,23.3,94.0,0.1,,358.0,16.6,,1006.8,,17
2021-01-08 05:00:00,24.9,23.5,92.0,0.0,,10.0,9.4,,1008.5,,3
2021-01-08 06:00:00,24.3,23.3,94.0,0.0,,5.0,15.5,,1006.8,,7
2021-01-08 07:00:00,24.2,23.0,93.0,0.0,,4.0,14.4,,1007.6,,7
2021-01-08 08:00:00,23.9,23.2,96.0,0.4,,20.0,9.4,,1010.0,,7
2021-01-08 09:00:00,25.0,23.1,89.0,0.3,,16.0,18.4,,1009.8,,7
2021-01-08 10:00:00,25.3,23.7,91.0,0.9,,14.0,16.2,,1010.0,,7
2021-01-08 11:00:00,23.8,22.9,95.0,0.2,,50.0,11.2,,1011.5,,17
2021-01-08 12:00:00,26.4,24.0,87.0,0.2,,17.0,18.0,,1009.5,,17
2021-01-08 13:00:00,26.6,23.9,85.0,0.3,,24.0,17.3,,1008.8,,7
2021-01-08 14:00:00,24.6,24.1,97.0,0.3,,310.0,5.4,,1009.5,,18
2021-01-08 15:00:00,26.0,24.0,89.0,0.3,,22.0,16.2,,1006.6,,17
2021-01-08 16:00:00,25.8,23.8,89.0,0.3,,25.0,14.8,,1006.0,,17
2021-01-08 17:00:00,25.3,23.7,91.0,0.3,,20.0,14.8,,1007.5,,7
2021-01-08 18:00:00,25.1,23.5,91.0,0.2,,23.0,14.8,,1006.4,,25
2021-01-08 19:00:00,24.7,23.1,91.0,0.7,,21.0,13.0,,1007.2,,25
2021-01-08 20:00:00,24.8,23.0,90.0,0.3,,10.0,18.4,,1009.4,,25
2021-01-08 21:00:00,24.5,23.3,93.0,0.5,,23.0,10.1,,1008.9,,8
2021-01-08 22:00:00,24.3,23.1,93.0,0.8,,21.0,11.2,,1009.9,,17
2021-01-08 23:00:00,24.8,23.2,91.0,0.5,,20.0,7.6,,1010.4,,3
2021-01-09 00:00:00,24.3,23.1,93.0,0.4,,27.0,13.0,,1009.9,,3
2021-01-09 01:00:00,24.1,22.9,93.0,0.4,,23.0,14.4,,1009.4,,3
2021-01-09 02:00:00,25.1,23.3,90.0,0.2,,20.0,11.2,,1009.5,,3
2021-01-09 03:00:00,24.2,23.0,93.0,0.1,,13.0,16.2,,1007.7,,3
2021-01-09 04:00:00,24.1,23.2,95.0,0.4,,22.0,13.3,,1007.4,,3
2021-01-09 05:00:00,25.3,23.2,88.0,0.5,,20.0,11.2,,1008.6,,7
2021-01-09 06:00:00,23.9,23.0,95.0,0.8,,11.0,13.7,,1008.0,,8
2021-01-09 07:00:00,23.8,22.8,94.0,0.2,,10.0,14.0,,1008.3,,8
2021-01-09 08:00:00,24.6,23.6,94.0,0.3,,360.0,7.6,,1010.5,,8
2021-01-09 09:00:00,25.1,23.0,88.0,0.1,,15.0,17.6,,1010.1,,8
2021-01-09 10:00:00,25.5,23.0,86.0,0.3,,13.0,17.6,,1010.4,,17
2021-01-09 11:00:00,26.7,23.8,84.0,2.2,,10.0,22.3,,1011.9,,8
2021-01-09 12:00:00,25.8,23.8,89.0,0.6,,20.0,19.1,,1009.7,,17
2021-01-09 13:00:00,26.0,23.3,85.0,0.2,,24.0,20.9,,1009.2,,17
2021-01-09 14:00:00,25.2,24.2,94.0,0.1,,40.0,22.3,,1009.6,,7
2021-01-09 15:00:00,25.9,22.8,83.0,0.7,,31.0,23.8,,1007.1,,25
2021-01-09 16:00:00,25.7,22.8,84.0,0.6,,24.0,22.3,,1006.5,,25
2021-01-09 17:00:00,26.0,23.7,87.0,1.3,,360.0,11.2,,1008.1,,25
2021-01-09 18:00:00,24.8,23.4,92.0,1.5,,21.0,15.1,,1007.2,,17
2021-01-09 19:00:00,24.3,22.9,92.0,2.0,,24.0,16.6,,1008.1,,8
2021-01-09 20:00:00,24.0,23.5,97.0,0.4,,340.0,11.2,,1009.9,,7
2021-01-09 21:00:00,24.3,22.7,91.0,0.2,,17.0,14.8,,1009.9,,7
2021-01-09 22:00:00,24.2,22.8,92.0,0.8,,5.0,12.2,,1010.9,,9
2021-01-09 23:00:00,24.2,23.9,98.0,0.6,,320.0,5.4,,1011.5,,9
2021-01-10 00:00:00,23.9,22.9,94.0,0.6,,13.0,13.0,,1010.6,,9
2021-01-10 01:00:00,23.9,22.7,93.0,0.7,,1.0,11.5,,1010.2,,9
2021-01-10 02:00:00,23.4,23.2,99.0,1.2,,310.0,11.2,,1010.2,,9
2021-01-10 03:00:00,23.4,22.7,96.0,1.2,,357.0,11.5,,1008.8,,9
2021-01-10 04:00:00,23.7,22.5,93.0,0.6,,4.0,11.5,,1008.2,,8
2021-01-10 05:00:00,23.4,23.2,99.0,1.7,,350.0,9.4,,1009.1,,8
2021-01-10 06:00:00,23.5,22.3,93.0,2.9,,6.0,13.7,,1008.3,,9
2021-01-10 07:00:00,23.7,22.7,94.0,3.6,,5.0,13.0,,1008.7,,9
2021-01-10 08:00:00,23.3,23.0,98.0,6.0,,350.0,13.0,,1010.0,,9
2021-01-10 09:00:00,23.8,22.6,93.0,6.0,,358.0,13.0,,1010.3,,8
2021-01-10 10:00:00,23.8,22.8,94.0,4.3,,350.0,16.2,,1010.8,,8
2021-01-10 11:00:00,21.4,21.1,98.0,4.9,,40.0,14.8,,1012.6,,8
2021-01-10 12:00:00,24.1,23.1,94.0,8.2,,358.0,18.0,,1009.9,,8
2021-01-10 13:00:00,24.0,23.0,94.0,7.0,,356.0,22.0,,1009.8,,9
2021-01-10 14:00:00,21.4,20.9,97.0,3.0,,20.0,7.6,,1011.6,,8
2021-01-10 15:00:00,24.4,23.4,94.0,2.2,,6.0,22.7,,1007.3,,8
2021-01-10 16:00:00,24.4,23.4,94.0,1.6,,2.0,21.6,,1006.7,,8
2021-01-10 17:00:00,23.1,22.4,96.0,1.6,,350.0,13.0,,1009.1,,8
2021-01-10 18:00:00,24.3,23.3,94.0,1.4,,8.0,22.7,,1007.3,,8
2021-01-10 19:00:00,24.5,23.3,93.0,1.2,,9.0,21.6,,1007.9,,8
2021-01-10 20:00:00,23.1,22.8,98.0,0.8,,360.0,11.2,,1010.4,,8
2021-01-10 21:00:00,23.9,22.7,93.0,0.6,,357.0,18.0,,1010.3,,8
2021-01-10 22:00:00,23.9,22.7,93.0,1.3,,359.0,16.2,,1010.8,,8
2021-01-10 23:00:00,23.6,23.1,97.0,1.4,,20.0,18.4,,1012.2,,8
2021-01-11 00:00:00,23.9,22.9,94.0,1.3,,2.0,15.5,,1010.9,,8
2021-01-11 01:00:00,24.0,22.8,93.0,1.9,,1.0,17.6,,1010.3,,7
2021-01-11 02:00:00,23.8,23.1,96.0,1.1,,10.0,14.8,,1011.0,,7
2021-01-11 03:00:00,23.9,22.9,94.0,0.8,,359.0,18.7,,1009.1,,7
2021-01-11 04:00:00,23.9,22.9,94.0,1.0,,355.0,19.4,,1008.7,,7
2021-01-11 05:00:00,24.0,23.3,96.0,1.3,,10.0,14.8,,1009.7,,7
2021-01-11 06:00:00,24.2,23.0,93.0,1.2,,356.0,18.0,,1008.5,,7
2021-01-11 07:00:00,24.2,23.0,93.0,0.9,,355.0,16.6,,1008.7,,7
2021-01-11 08:00:00,24.3,23.1,93.0,0.7,,20.0,14.8,,1010.0,,7
2021-01-11 09:00:00,24.5,23.3,93.0,0.7,,354.0,17.6,,1010.8,,7
2021-01-11 10:00:00,24.7,23.5,93.0,0.9,,356.0,17.3,,1011.2,,7
2021-01-11 11:00:00,25.3,23.5,90.0,0.9,,360.0,11.2,,1012.0,,7
2021-01-11 12:00:00,24.8,23.2,91.0,1.2,,7.0,21.2,,1011.1,,8
2021-01-11 13:00:00,25.0,23.4,91.0,1.2,,4.0,22.7,,1010.1,,8
2021-01-11 14:00:00,26.5,23.8,85.0,1.1,,360.0,13.0,,1010.8,,18
2021-01-11 15:00:00,24.8,23.4,92.0,1.2,,4.0,23.4,,1008.1,,25
2021-01-11 16:00:00,24.7,23.3,92.0,1.0,,6.0,23.4,,1007.5,,17
2021-01-11 17:00:00,26.6,23.1,81.0,0.6,,30.0,20.5,,1009.3,,25
2021-01-11 18:00:00,24.9,22.8,88.0,0.3,,11.0,22.3,,1007.9,,25
2021-01-11 19:00:00,24.7,22.8,89.0,0.1,,11.0,20.2,,1008.6,,25
2021-01-11 20:00:00,25.6,23.1,86.0,0.1,,30.0,18.4,,1010.7,,9
2021-01-11 21:00:00,24.0,22.6,92.0,0.2,,10.0,18.0,,1011.1,,9
2021-01-11 22:00:00,23.9,22.5,92.0,0.8,,10.0,17.6,,1011.9,,8
2021-01-11 23:00:00,25.0,23.2,90.0,1.3,,20.0,9.4,,1013.0,,7
2021-01-12 00:00:00,23.9,22.3,91.0,0.6,,15.0,16.9,,1012.0,,7
2021-01-12 01:00:00,23.6,21.9,90.0,1.3,,19.0,18.7,,1011.6,,7
2021-01-12 02:00:00,25.0,23.2,90.0,1.0,,360.0,14.8,,1012.1,,7
2021-01-12 03:00:00,23.5,21.9,91.0,1.3,,14.0,20.5,,1010.2,,7
2021-01-12 04:00:00,23.4,22.0,92.0,1.3,,13.0,20.5,,1009.6,,7
2021-01-12 05:00:00,24.2,22.6,91.0,2.1,,30.0,27.7,,1010.1,,8
2021-01-12 06:00:00,24.0,22.2,90.0,0.2,,13.0,22.7,,1009.1,,8
2021-01-12 07:00:00,23.9,22.2,90.0,0.2,,16.0,23.0,,1009.7,,8
2021-01-12 08:00:00,25.2,22.7,86.0,0.4,,40.0,27.7,,1011.1,,7
2021-01-12 09:00:00,24.2,22.6,91.0,1.0,,18.0,21.2,,1011.7,,18
2021-01-12 10:00:00,24.7,23.1,91.0,0.3,,12.0,19.4,,1011.8,,7
2021-01-12 11:00:00,26.4,22.2,78.0,0.4,,40.0,29.5,,1012.5,,8
2021-01-12 12:00:00,25.2,23.6,91.0,0.3,,18.0,21.2,,1011.1,,8
2021-01-12 13:00:00,25.6,23.5,88.0,0.6,,20.0,23.0,,1010.5,,7
2021-01-12 14:00:00,27.8,22.7,74.0,0.9,,30.0,31.7,,1011.1,,17
2021-01-12 15:00:00,25.6,22.5,83.0,0.7,,24.0,25.2,,1008.5,,8
2021-01-12 16:00:00,25.5,23.4,88.0,0.7,,24.0,24.5,,1007.7,,25
2021-01-12 17:00:00,26.5,22.3,78.0,0.9,,30.0,20.5,,1009.9,,25
2021-01-12 18:00:00,25.2,22.3,84.0,0.2,,24.0,22.7,,1007.6,,8
2021-01-12 19:00:00,25.1,21.8,82.0,0.1,,23.0,25.2,,1008.5,,7
2021-01-12 20:00:00,24.6,22.7,89.0,0.4,,30.0,18.4,,1011.1,,7
2021-01-12 21:00:00,24.2,22.4,90.0,0.5,,24.0,22.0,,1010.4,,7
2021-01-12 22:00:00,24.0,22.1,89.0,0.5,,16.0,22.3,,1011.6,,7
2021-01-12 23:00:00,24.3,22.0,87.0,0.3,,360.0,13.0,,1012.5,,7
2021-01-13 00:00:00,24.3,22.2,88.0,0.1,,15.0,22.0,,1011.5,,7
2021-01-13 01:00:00,24.2,22.1,88.0,0.1,,17.0,22.0,,1011.2,,7
2021-01-13 02:00:00,24.7,22.8,89.0,0.1,,360.0,11.2,,1011.8,,7
2021-01-13 03:00:00,24.1,21.8,87.0,0.0,,10.0,20.2,,1009.5,,7
2021-01-13 04:00:00,24.0,21.7,87.0,0.1,,8.0,18.7,,1009.0,,7
2021-01-13 05:00:00,24.4,22.3,88.0,0.2,,360.0,9.4,,1010.2,,7
2021-01-13 06:00:00,23.4,21.8,91.0,0.4,,17.0,16.2,,1009.6,,7
2021-01-13 07:00:00,23.7,22.1,91.0,0.2,,20.0,18.7,,1009.9,,7
